R_Fighter,B_Fighter,R_Status,B_Status,URL,last_round,last_round_time,format,referee,fight_type,date,location,R_KD,B_KD,R_SIG_STR,B_SIG_STR,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR,B_TOTAL_STR,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND
Denise Gomes,Loma Lookboonmee,L,W,http://ufcstats.com/fight-details/ec0740be19b2ef90,3,5:00,3 Rnd (5-5-5),Keith Peterson,Women's Strawweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,5 of 9,22 of 30,55%,73%,10 of 14,22 of 30,0 of 3,0 of 0,0%,---,1,0,1,0,1:32,2:07,1 of 4,17 of 24,0 of 0,2 of 3,4 of 5,3 of 3,5 of 9,7 of 13,0 of 0,0 of 0,0 of 0,15 of 17
Anthony Hernandez,Marc-Andre Barriault,W,L,http://ufcstats.com/fight-details/ce5ebaf8caf8c4a7,3,1:53,3 Rnd (5-5-5),Herb Dean,Middleweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,19 of 34,13 of 29,55%,44%,25 of 42,19 of 35,3 of 8,0 of 0,37%,---,0,0,0,0,3:04,0:25,15 of 30,8 of 24,4 of 4,5 of 5,0 of 0,0 of 0,11 of 23,8 of 24,5 of 8,5 of 5,3 of 3,0 of 0
Andre Fili,Bill Algeo,W,L,http://ufcstats.com/fight-details/adb78db5ba8ccc0f,3,5:00,3 Rnd (5-5-5),Keith Peterson,Featherweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,19 of 56,30 of 61,33%,49%,19 of 56,31 of 63,0 of 1,0 of 1,0%,0%,0,0,0,0,0:18,0:00,16 of 51,9 of 37,2 of 4,9 of 10,1 of 1,12 of 14,19 of 55,30 of 61,0 of 1,0 of 0,0 of 0,0 of 0
Mariya Agapova,Gillian Robertson,L,W,http://ufcstats.com/fight-details/d9f5d05b07bae09e,2,2:19,3 Rnd (5-5-5),Mark Smith,Women's Flyweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,37 of 47,2 of 9,78%,22%,82 of 96,2 of 9,0 of 0,2 of 6,---,33%,1,0,0,0,0:29,3:13,36 of 44,0 of 5,1 of 3,1 of 1,0 of 0,1 of 3,7 of 16,2 of 9,5 of 6,0 of 0,25 of 25,0 of 0
Tanner Boser,Rodrigo Nascimento,L,W,http://ufcstats.com/fight-details/3cbd3565dd631cc4,3,5:00,3 Rnd (5-5-5),Mark Smith,Heavyweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,15 of 23,9 of 21,65%,42%,31 of 41,37 of 50,0 of 0,1 of 2,---,50%,0,0,1,0,0:58,2:43,10 of 17,6 of 18,2 of 2,3 of 3,3 of 4,0 of 0,12 of 20,6 of 18,1 of 1,3 of 3,2 of 2,0 of 0
Tony Gravely,Javid Basharat,L,W,http://ufcstats.com/fight-details/be73f75b52b06f14,3,5:00,3 Rnd (5-5-5),Keith Peterson,Bantamweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,15 of 42,17 of 36,35%,47%,15 of 42,24 of 43,2 of 4,1 of 1,50%,100%,0,0,0,0,1:12,0:20,7 of 30,7 of 24,2 of 4,7 of 9,6 of 8,3 of 3,14 of 39,14 of 31,1 of 3,3 of 5,0 of 0,0 of 0
Cory Sandhagen,Song Yadong,W,L,http://ufcstats.com/fight-details/df370b97ea49e6b4,4,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Bantamweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",0,0,19 of 52,14 of 28,36%,50%,30 of 63,23 of 37,0 of 3,1 of 1,0%,100%,0,0,0,0,0:46,0:55,10 of 43,9 of 23,7 of 7,3 of 3,2 of 2,2 of 2,18 of 50,11 of 24,1 of 2,3 of 4,0 of 0,0 of 0
Joe Pyfer,Alen Amedovski,W,L,http://ufcstats.com/fight-details/160c17b8fcb0e2a1,1,3:55,3 Rnd (5-5-5),Chris Tognoni,Middleweight Bout,"September 17, 2022","Las Vegas, Nevada, USA",1,0,14 of 45,11 of 30,31%,36%,14 of 45,11 of 30,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,12 of 42,4 of 19,1 of 2,2 of 4,1 of 1,5 of 7,13 of 44,11 of 30,0 of 0,0 of 0,1 of 1,0 of 0
Johnny Walker,Ion Cutelaba,W,L,http://ufcstats.com/fight-details/d869eaea38426f06,1,4:37,3 Rnd (5-5-5),Mike Beltran,Light Heavyweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,3 of 3,3 of 5,100%,60%,17 of 21,17 of 23,1 of 1,1 of 1,100%,100%,3,0,1,0,2:10,2:02,3 of 3,2 of 4,0 of 0,0 of 0,0 of 0,1 of 1,1 of 1,2 of 2,1 of 1,0 of 1,1 of 1,1 of 2
Denis Tiuliulin,Jamie Pickett,W,L,http://ufcstats.com/fight-details/77acb96700e89c92,2,4:52,3 Rnd (5-5-5),Mike Beltran,Middleweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,22 of 76,35 of 60,28%,58%,28 of 82,37 of 62,0 of 1,0 of 3,0%,0%,0,0,0,0,0:00,0:32,16 of 64,23 of 46,5 of 11,10 of 12,1 of 1,2 of 2,22 of 76,33 of 57,0 of 0,2 of 3,0 of 0,0 of 0
Jake Collier,Chris Barnett,L,W,http://ufcstats.com/fight-details/bf334cb4e63f3430,2,2:24,3 Rnd (5-5-5),Mark Smith,Heavyweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",1,0,42 of 81,16 of 37,51%,43%,48 of 90,18 of 39,1 of 1,0 of 0,100%,---,1,0,0,0,1:26,0:04,32 of 70,11 of 29,9 of 10,0 of 3,1 of 1,5 of 5,22 of 57,16 of 36,10 of 12,0 of 1,10 of 12,0 of 0
Khamzat Chimaev,Kevin Holland,W,L,http://ufcstats.com/fight-details/0111e6a64b5184c6,1,2:13,5 Rnd (5-5-5-5-5),Herb Dean,Catch Weight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,0 of 1,0 of 0,0%,---,1 of 2,0 of 0,2 of 5,0 of 0,40%,---,2,0,0,0,1:56,0:00,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0
Hakeem Dawodu,Julian Erosa,L,W,http://ufcstats.com/fight-details/0e6d624086f7952e,3,5:00,3 Rnd (5-5-5),Herb Dean,Featherweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,31 of 57,48 of 87,54%,55%,36 of 62,60 of 99,0 of 0,0 of 2,---,0%,0,0,0,0,0:04,0:41,14 of 36,32 of 67,10 of 12,15 of 16,7 of 9,1 of 4,23 of 48,34 of 72,8 of 9,14 of 15,0 of 0,0 of 0
Nate Diaz,Tony Ferguson,W,L,http://ufcstats.com/fight-details/7e8fd03e070d0c25,4,2:52,5 Rnd (5-5-5-5-5),Marc Goddard,Welterweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,22 of 51,19 of 45,43%,42%,22 of 51,19 of 45,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:00,12 of 36,5 of 28,6 of 11,7 of 8,4 of 4,7 of 9,22 of 51,19 of 45,0 of 0,0 of 0,0 of 0,0 of 0
Jailton Almeida,Anton Turkalj,W,L,http://ufcstats.com/fight-details/301f230c90c4bd7d,1,4:27,3 Rnd (5-5-5),Marc Goddard,Catch Weight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,17 of 24,1 of 1,70%,100%,23 of 31,19 of 22,3 of 3,0 of 0,100%,---,2,0,0,0,4:14,0:00,17 of 22,0 of 0,0 of 1,0 of 0,0 of 1,1 of 1,0 of 3,1 of 1,0 of 0,0 of 0,17 of 21,0 of 0
Chad Anheliger,Alatengheili,L,W,http://ufcstats.com/fight-details/6010f681e54ba2cd,3,5:00,3 Rnd (5-5-5),Herb Dean,Bantamweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,12 of 43,16 of 44,27%,36%,13 of 44,16 of 44,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,11 of 35,9 of 33,1 of 4,2 of 2,0 of 4,5 of 9,12 of 43,16 of 44,0 of 0,0 of 0,0 of 0,0 of 0
Melissa Martinez,Elise Reed,L,W,http://ufcstats.com/fight-details/a5cf273faa3982b7,3,5:00,3 Rnd (5-5-5),Mark Smith,Women's Strawweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,1,16 of 28,9 of 23,57%,39%,21 of 33,25 of 41,0 of 1,0 of 0,0%,---,0,0,0,0,1:06,0:32,5 of 14,2 of 16,6 of 9,5 of 5,5 of 5,2 of 2,15 of 27,7 of 21,1 of 1,1 of 1,0 of 0,1 of 1
Darian Weeks,Yohan Lainesse,L,W,http://ufcstats.com/fight-details/86d57e8ef2191316,3,5:00,3 Rnd (5-5-5),Mike Beltran,Welterweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,13 of 37,13 of 28,35%,46%,13 of 37,13 of 28,0 of 1,0 of 1,0%,0%,0,0,0,0,0:19,0:00,1 of 20,5 of 19,3 of 5,3 of 4,9 of 12,5 of 5,12 of 35,13 of 28,1 of 2,0 of 0,0 of 0,0 of 0
Li Jingliang,Daniel Rodriguez,L,W,http://ufcstats.com/fight-details/d3e23d7d207d3ccf,3,5:00,3 Rnd (5-5-5),Mark Smith,Catch Weight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,27 of 54,20 of 40,50%,50%,27 of 54,20 of 40,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,7 of 29,10 of 27,8 of 11,6 of 7,12 of 14,4 of 6,27 of 54,20 of 40,0 of 0,0 of 0,0 of 0,0 of 0
Irene Aldana,Macy Chiasson,W,L,http://ufcstats.com/fight-details/989b8d362742f40b,3,2:21,3 Rnd (5-5-5),Jason Herzog,Catch Weight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,25 of 47,13 of 33,53%,39%,29 of 51,13 of 33,0 of 0,0 of 3,---,0%,2,0,0,0,0:55,0:17,14 of 35,4 of 24,4 of 4,6 of 6,7 of 8,3 of 3,13 of 33,13 of 33,3 of 3,0 of 0,9 of 11,0 of 0
Norma Dumont,Danyelle Wolf,W,L,http://ufcstats.com/fight-details/db3e26d02d790c97,3,5:00,3 Rnd (5-5-5),Jason Herzog,Women's Featherweight Bout,"September 10, 2022","Las Vegas, Nevada, USA",0,0,17 of 46,9 of 48,36%,18%,17 of 46,9 of 48,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,8 of 30,5 of 42,3 of 3,3 of 5,6 of 13,1 of 1,17 of 46,9 of 48,0 of 0,0 of 0,0 of 0,0 of 0
Nassourdine Imavov,Joaquin Buckley,W,L,http://ufcstats.com/fight-details/20f316f96c9e4458,3,5:00,3 Rnd (5-5-5),Marc Goddard,Middleweight Bout,"September 03, 2022","Paris, Ile-de-France, France",0,0,15 of 35,10 of 48,42%,20%,21 of 42,13 of 51,0 of 1,0 of 2,0%,0%,0,0,0,0,0:43,0:22,11 of 29,3 of 35,4 of 5,1 of 4,0 of 1,6 of 9,6 of 21,10 of 47,4 of 5,0 of 1,5 of 9,0 of 0
William Gomis,Jarno Errens,W,L,http://ufcstats.com/fight-details/398db40015b3c81c,3,5:00,3 Rnd (5-5-5),Jason Herzog,Featherweight Bout,"September 03, 2022","Paris, Ile-de-France, France",0,0,10 of 24,7 of 17,41%,41%,17 of 36,9 of 19,1 of 1,0 of 1,100%,0%,0,0,0,0,2:19,0:00,4 of 14,2 of 7,3 of 7,4 of 7,3 of 3,1 of 3,7 of 21,4 of 14,2 of 2,3 of 3,1 of 1,0 of 0
